model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,total_score,tfidf_mean_similarity,tfidf_max_similarity,jaccard_similarity,semantic_density,match_count,matched_keywords,has_numerical_values,extracted_numerical_value,scoring_method
gpt-4o-mini,266,Offshore,480,23,Safety,The lessee must ensure that vessel crews report sightings of any injured or dead protected species (marine mammals and sea turtles) immediately.,Offshore operations,24,hours,NOAA Fisheries Northeast Region’s Stranding Hotline,wildlife protection; marine safety,0.083995153951748,0.0030047219817231495,0.10198960910039392,0.03875968992248062,0.4444444444444444,30,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); life cycle (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); power line (partial); wind speed at 10m (partial); gulf of mexico fishery management council (partial),True,24 hours,comprehensive_scientific
deepseek-chat,NS-OWF-2023-01,Offshore,368,11,Technical,"Substation platforms shall be designed to withstand 1,000-year return period wave loads",All offshore installations in Category 1 wind zones,1000,year return period,IEC 61400-3-1,structural engineering; safety,0.08399478562997263,0.00325705575248464,0.10711415359551507,0.019455252918287938,0.4666666666666667,47,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; load; design; number of turbines per row (partial); turbine position y (partial); load factor (partial); wind zone,True,1000 year return period,comprehensive_scientific
gemini-1.5-pro,,Offshore,482,22,Environmental,Any significant observations concerning impacts on listed marine mammals or sea turtles must be transmitted to NMFS and BOEM within 48 hours as provided in the lease.,Exclusion Zone,48.0,hours,,marine mammal monitoring; incident reporting; protected species,0.08395160530848836,0.003967100228644219,0.0921942759699656,0.04182509505703422,0.4634146341463415,56,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); zone; impact assessment (partial); caribbean fishery management council (partial); lease date (partial); number of turbines per row (partial); power line id (partial),True,48.0 hours,comprehensive_scientific
gemini-1.5-pro,,Offshore,482,23,Environmental,Any significant observations concerning impacts on listed marine mammals or sea turtles must be transmitted to NMFS and BOEM within 48 hours as provided in the lease.,Exclusion Zone,48.0,hours,,marine mammal monitoring; incident reporting; protected species,0.08395160530848836,0.003967100228644219,0.0921942759699656,0.04182509505703422,0.4634146341463415,56,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); zone; impact assessment (partial); caribbean fishery management council (partial); lease date (partial); number of turbines per row (partial); power line id (partial),True,48.0 hours,comprehensive_scientific
gpt-4o-mini,267,Offshore,483,22,Environmental,Visual monitoring must begin no less than 60 minutes prior to the beginning of ramp-up and continue until seismic operations cease or sighting conditions do not allow observation.,Seismic operations in offshore environments.,60,minutes,,environmental monitoring; marine life protection,0.08386643657691159,0.0016178312900677633,0.1237081127729228,0.030534351145038167,0.4,28,outer continental shelf a (partial); cut in wind speed (partial); min depth (partial); life cycle (partial); min kilovolt (partial); number of turbines per row (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,60 minutes,comprehensive_scientific
deepseek-chat,EWEA-2023-OSTD,Offshore,30,49,Technical,Substation platforms shall be designed to withstand 1-in-50-year wave conditions,All offshore installations,50,year return period,IEC 61400-3,structural engineering; safety,0.083838482344268,0.0013440324984025783,0.12220184379791124,0.015810276679841896,0.43478260869565216,26,outer continental shelf a (partial); cut in wind speed (partial); design; number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); installation; distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,50 year return period,comprehensive_scientific
deepseek-chat,30 CFR Part 585,Offshore,128,21,Spatial,Wind turbines must maintain a minimum clearance of 1.0 nautical mile from established shipping lanes,U.S. coastal waters,1.0,nautical mile,BOEM Navigation Safety Policy,maritime safety; project siting,0.08382409190889187,0.0040519576947203595,0.11184461824303053,0.0311284046692607,0.42424242424242425,61,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); caribbean fishery management council (partial); min depth (partial); current time (partial); down time (partial),True,1.0 nautical mile,comprehensive_scientific
gemini-1.5-pro,page 16 of 28,Offshore,33,40,Environmental,"If marine mammals are sighted within 1 nmi of the planned location and 15 minutes before gear deployment, then LOA Holder and/or its cooperating institutions, contracted vessels, or commercially hired captains, as appropriate, must move the vessel away from the marine mammal to a different section of the sampling area. If, after moving on, marine mammals are still visible from the vessel, LOA Holder and its cooperating institutions, contracted vessels, or commercially hired captains must move again or skip the station",Marine mammal protection during pre-deployment phase,1.0,nmi,,marine mammal protection; environmental impact assessment,0.08379891201526973,0.0027273431813378685,0.11567759969017943,0.03169014084507042,0.4166666666666667,40,outer continental shelf a (partial); cut in wind speed (partial); impact assessment; min depth (partial); torpedo testing area (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial),True,1.0 nmi,comprehensive_scientific
deepseek-chat,30 CFR Part 585,Offshore,195,49,Environmental,Pre-construction seabird surveys must be conducted for 12 consecutive months,Wind energy areas in Atlantic OCS,12,months,BOEM Environmental Compliance Protocol,"Wildlife protection, environmental impact",0.08379623165190571,0.004289216626143253,0.10534784841752642,0.03571428571428571,0.43333333333333335,60,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment (partial); caribbean fishery management council (partial); life cycle (partial); torpedo testing area (partial); number of turbines per row (partial); turbine position y (partial),True,12 months,comprehensive_scientific
deepseek-chat,EWEA-2020-OS-001,Offshore,118,22,Technical,"Substation foundations shall be designed to withstand a 1,000-year return period storm event",All offshore installations,1000,year return period,IEC 61400-3,structural engineering; safety,0.08376823803773004,0.002846634475314294,0.1156419212452952,0.01968503937007874,0.44,34,outer continental shelf a (partial); cut in wind speed (partial); foundation; design; number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); installation; distance to substation (partial); gulf of mexico fishery management council (partial),True,1000 year return period,comprehensive_scientific
gemini-2.5-flash,Page 224,Offshore,294,10,Jurisdictional,"Within 45 days after you receive the lease copies, you must pay the first 12 months’ rent, as required in § 585.503.",Lease acquisition for offshore wind farm projects,45.0,days,§ 585.231(2) referencing § 585.503,financial regulation; lease management; administrative compliance,0.08375877519195118,0.007614453655042976,0.14272307584671706,0.022813688212927757,0.3333333333333333,53,wind direction (partial); outer continental shelf a (partial); regulation; cut in wind speed (partial); lease id (partial); farm power output (partial); caribbean fishery management council (partial); min depth (partial); min kilovolt (partial); lease date (partial),True,45.0 days,comprehensive_scientific
gpt-4o-mini,267,Offshore,483,23,Safety,The lessee must ensure that visual monitoring begins no less than 60 minutes prior to the beginning of ramp-up and continue until seismic operations cease or sighting conditions do not allow observation of the sea surface.,Seismic operations phase,60,minutes,,marine mammal protection; environmental monitoring,0.08370863706980747,0.0017853526087646995,0.11891703535409892,0.03007518796992481,0.41304347826086957,30,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,60 minutes,comprehensive_scientific
gpt-4o-mini,50 CFR 217.264(c)(5) page 7 of 28,Offshore,13,40,Technical,"Hammer energies must not exceed 2,500 kJ for pin pile installation.",Pin pile installation,2500.0,kilojoules,50 CFR 217.264,engineering standards; construction safety,0.0837060736109145,0.001710922775239364,0.20466989864227422,0.003937007874015748,0.20833333333333334,13,outer continental shelf a (partial); cut in wind speed (partial); turbine position y (partial); wind speed at 10m (partial); installation; wind speed at 50m (partial); specific humidity at 2m (partial); temperature at 2m (partial); turbine installation (partial); relative humidity at 2m (partial),True,2500.0 kilojoules,comprehensive_scientific
deepseek-chat,NOW-2023-001,Offshore,169,39,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from identified marine mammal migration routes.,U.S. federal waters,1,km,Bureau of Ocean Energy Management (BOEM),wildlife protection; project siting,0.08369092647793988,0.004384932366593041,0.09653252528452237,0.03515625,0.4594594594594595,64,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); caribbean fishery management council (partial); min depth (partial); life cycle (partial),True,1 km,comprehensive_scientific
deepseek-chat,NOW-2023-001,Offshore,125,2,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from identified marine mammal migration routes.,U.S. federal waters,1,km,Bureau of Ocean Energy Management (BOEM),wildlife protection; project siting,0.08369092647793988,0.004384932366593041,0.09653252528452237,0.03515625,0.4594594594594595,64,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); caribbean fishery management council (partial); min depth (partial); life cycle (partial),True,1 km,comprehensive_scientific
gpt-4o-mini,30 CFR 585.225,Offshore,54,1,Jurisdictional,"Within 10 business days after receipt of the unsigned copy, the provisional winner must execute the lease and return it to BOEM.",Lease execution phase,10.0,business days,30 CFR 585.225(b),permitting; lease management,0.08367379905519406,0.004868198556001754,0.13066466769254412,0.015267175572519083,0.39473684210526316,30,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); lease date (partial); number of turbines per row (partial); turbine position y (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,10.0 business days,comprehensive_scientific
gemini-1.5-pro,5.2.4,Offshore,100,26,Environmental,The Lessee must submit a comprehensive report after each full year of post-construction monitoring within 12 months of completion of the survey season.,Lease Area,12,months,ABPCMP,environmental monitoring; reporting requirements,0.08363897031725767,0.0039950991729036135,0.14320016098385016,0.023529411764705882,0.34375,35,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); torpedo testing area (partial); lease date (partial); number of turbines per row (partial); turbine position y (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,12 months,comprehensive_scientific
deepseek-chat,NSW-REG-2023-004,Offshore,67,26,Spatial,Wind farms must maintain a minimum distance of 500 meters from shipping lanes.,North Sea designated shipping routes,500,meters,North Sea Maritime Safety Authority (NSMSA),Navigation Safety; Zoning,0.08363242054233982,0.0036273845700506902,0.12439354395192459,0.027888446215139442,0.39285714285714285,51,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); farm power output (partial); design; min depth (partial); current time (partial); down time (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific
gpt-4o-mini,5.3.2.3,Offshore,109,26,Jurisdictional,"If there are fewer than 120 days between anchoring activities and this COP approval, the Lessee must submit the plan as soon as practicable and no later than 60 days prior to commencing activities.",Offshore seabed-disturbing activities requiring anchoring,60,days,BOEM and BSEE regulations,environmental impact assessment; construction planning,0.08352916273968759,0.0019901174071166776,0.14384108732017115,0.02197802197802198,0.35185185185185186,40,sea depth (partial); outer continental shelf a (partial); regulation; cut in wind speed (partial); impact assessment; caribbean fishery management council (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial),True,60 days,comprehensive_scientific
deepseek-chat,BOEM-2023-005,Offshore,402,11,Technical,"Wind turbine foundations must be designed to withstand a 1,000-year return period storm event",All offshore structures in North Atlantic,1000,year return period,International Electrotechnical Commission (IEC) 61400-3,structural engineering; safety,0.08347217649245992,0.005917809331128902,0.09075387236474897,0.03501945525291829,0.46875,58,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; turbine status (partial); design; number of turbines per row (partial); turbine position y (partial),True,1000 year return period,comprehensive_scientific
deepseek-chat,OWF-REG-2023-001,Offshore,4,19,Safety,Helicopter landing zones on offshore platforms must have a minimum clearance of 30 meters in diameter.,Offshore wind farm helidecks,30,meters,International Civil Aviation Organization (ICAO),Aviation safety; Emergency response,0.0834539195533262,0.004952257682294637,0.1532040181892877,0.027559055118110236,0.3,53,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); zone; farm power output (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial); power line id (partial),True,30 meters,comprehensive_scientific
deepseek-chat,NSOW-REG-2023-0042,Offshore,273,33,Technical,"Substation platforms must be designed to withstand 1,000-year return period wave loads",All offshore installations in >30m water depth,1000,year return period,IEC 61400-3-1,structural engineering; safety,0.08341952746745016,0.002500362333409796,0.10968098775729893,0.0234375,0.4482758620689655,34,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); load; design; min depth (partial); number of turbines per row (partial); turbine position y (partial); load factor (partial); wind speed at 10m (partial),True,1000 year return period,comprehensive_scientific
gemini-1.5-pro,3-496,Offshore,889,20,Safety,Safety zones could be established by the USCG within 12 nautical miles (22.2 kilometers) of the coast for areas of active construction.,Offshore wind farm construction areas within 12 nautical miles of the coast,12.0,nautical miles,USCG,navigation safety; construction safety,0.08336214844392525,0.003271363530112399,0.12217726841239403,0.01968503937007874,0.4146341463414634,48,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; farm power output (partial); torpedo testing area (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial),True,12.0 nautical miles,comprehensive_scientific
gemini-1.5-pro,,Offshore,150,26,Environmental,"The Lessee must report within 48 hours all observations or collections of injured or dead whales, sea turtles, or sturgeon to BSEE, NMFS-OPR, and NMFS GARFO-PRD, including observations and interactions during the fisheries surveys.",Offshore wind farm project,48,hours,,protected species; environmental monitoring; incident reporting,0.08332955883736633,0.0040602524325217895,0.12914264089403826,0.033962264150943396,0.3617021276595745,53,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); farm power output (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind zone (partial),True,48 hours,comprehensive_scientific
deepseek-chat,OWED-2023-001,Offshore,187,32,Environmental,Turbine foundations must avoid coral reef habitats within a 500-meter buffer zone.,All offshore wind projects in U.S. federal waters,500,meters,Bureau of Ocean Energy Management (BOEM),marine ecosystems; construction planning,0.08332100941912851,0.006196164505416342,0.0902803255700534,0.0390625,0.4594594594594595,65,wind direction (partial); cooling system (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); foundation; zone; turbine status (partial),True,500 meters,comprehensive_scientific
deepseek-chat,OWED-2023-001,Offshore,67,49,Environmental,Turbine foundations must avoid coral reef habitats within a 500-meter buffer zone.,All offshore wind projects in U.S. federal waters,500,meters,Bureau of Ocean Energy Management (BOEM),marine ecosystems; construction planning,0.08332100941912851,0.006196164505416342,0.0902803255700534,0.0390625,0.4594594594594595,65,wind direction (partial); cooling system (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); foundation; zone; turbine status (partial),True,500 meters,comprehensive_scientific
gpt-4o-mini,50 CFR 217.264(a)(3),Offshore,5,40,Safety,A description of the training program must be provided to NMFS at least 60 days prior to the initial training before in-water activities begin.,In-water activities,60.0,days,50 CFR 217.264(a)(3),marine mammal monitoring; safety training,0.08323678139904288,0.0010839236985389221,0.11090653973209101,0.03515625,0.425,34,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); water bodies (partial),True,60.0 days,comprehensive_scientific
deepseek-chat,NSOW-2023-0042,Offshore,83,1,Environmental,All turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea development zone,25,meters,OSPAR Commission Decision 2022/7,environmental; structural,0.08318784913582827,0.0035732164207742906,0.10325770855839515,0.03515625,0.4375,41,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; zone; turbine status (partial); min depth (partial); life cycle (partial),True,25 meters,comprehensive_scientific
gemini-1.5-pro,,Offshore,72,33,Environmental,"If a North Atlantic right whale is sighted within 100 m (328 ft) to an underway vessel, the vessel operator must immediately reduce speed and promptly shift the engine to neutral.",Vessel operations near North Atlantic right whales,100.0,meters,,marine wildlife protection,0.08318250290526641,0.0026753297914286,0.09190082148856808,0.03461538461538462,0.47619047619047616,30,outer continental shelf a (partial); cut in wind speed (partial); life cycle (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); max wind speed (partial); wind speed (partial); distance to population center (partial),True,100.0 meters,comprehensive_scientific
gemini-1.5-pro,,Offshore,180,23,Technical,Pile foundation legs must be severed at least 15 ft (4.5 m) below the mudline upon decommissioning and removal.,Decommissioning of offshore wind turbine foundations,15.0,ft,30 CFR 585.910,decommissioning; structural removal; environmental impact,0.08304415727257436,0.004628723103654561,0.10716840812414263,0.022988505747126436,0.4444444444444444,47,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; turbine status (partial); impact assessment (partial); number of turbines per row (partial); power line id (partial),True,15.0 ft,comprehensive_scientific
gpt-4o-mini,Page 3-59,Offshore,102,29,Safety,"The Lessee must ensure all vessels maintain a separation distance of 500 meters (1,640 ft) or greater from any sighted North Atlantic right whale.","Operational phase, vessels in proximity to North Atlantic right whales.",500.0,meters,NMFS regulations,navigational safety; marine wildlife protection,0.0830197645461648,0.0025935317750381834,0.09013868385075476,0.0421455938697318,0.46511627906976744,33,outer continental shelf a (partial); regulation; cut in wind speed (partial); life cycle (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); regulation type (partial),True,500.0 meters,comprehensive_scientific
gpt-4o-mini,,Offshore,54,40,Technical,"Full detection data, metadata, and location of recorders from all real time hydrophones used for monitoring during construction must be submitted within 90 calendar days following completion of activities requiring PAM for mitigation.",Monitoring during construction phase,90.0,days,NMFS Passive Acoustic Reporting System,environmental monitoring; acoustic data management,0.08301918768505795,0.0026152119591042397,0.16109608098150358,0.022388059701492536,0.2916666666666667,38,cooling system (partial); outer continental shelf a (partial); cut in wind speed (partial); end date (partial); caribbean fishery management council (partial); current time (partial); down time (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial),True,90.0 days,comprehensive_scientific
deepseek-chat,NSOW-REG-2023-0042,Offshore,230,48,Technical,Wind turbine foundations must be designed to withstand 1-in-50-year extreme wave conditions,All North Sea offshore structures,50,year return period,IEC 61400-3,structural engineering; safety,0.08301589189485424,0.004967810962874603,0.09122936112644736,0.027559055118110236,0.48148148148148145,50,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; turbine status (partial); design; number of turbines per row (partial),True,50 year return period,comprehensive_scientific
gpt-4o-mini,Page 35 of 93,Offshore,90,26,Jurisdictional,The Lessee must provide written notice to the DON at least 45 days in advance of the intended use of any material vendor not previously screened.,Project operation phase,45,days,,vendor management; national security,0.08299285333305677,0.0018048955227002424,0.1161480817858046,0.03125,0.4117647058823529,41,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); end date (partial); caribbean fishery management council (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial),True,45 days,comprehensive_scientific
gpt-4o-mini,,Offshore,2,34,Safety,"The Lessee must ensure all vessels maintain a separation distance of 500 meters (1,640 ft) or greater from any sighted North Atlantic right whale.",Operational phase,500.0,meters,,marine mammal protection; navigational safety,0.08299098734551982,0.002363516520074592,0.11139929308550217,0.031007751937984496,0.42424242424242425,26,outer continental shelf a (partial); cut in wind speed (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial); operational event (partial); distance to population center (partial),True,500.0 meters,comprehensive_scientific
gemini-1.5-pro,Page 47 of 93,Offshore,111,26,Environmental,"For cables, OSSs, and/or WTGs that cannot be microsited to avoid impacts to sensitive benthic habitat or boulders greater than or equal to 0.5 m in diameter, the micrositing plan must identify technically and/or economically practicable or feasible impact minimization measures and use the following prioritized list [of complex habitat sub-types] to avoid during micrositing: complex habitats with high density large boulders, complex habitats with medium density large boulders, complex habitats with low density large boulders, complex with scattered large boulders, and complex habitats with no large boulders.","Micrositing of cables, offshore substations (OSSs), and wind turbine generators (WTGs)",0.5,m,,benthic habitat protection; environmental impact assessment,0.08298244144874606,0.003826487623958739,0.09798143377073328,0.042105263157894736,0.43636363636363634,82,wind direction (partial); outer continental shelf a (partial); restricted type (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); impact assessment; min depth (partial),True,0.5 m,comprehensive_scientific
gpt-4o-mini,1.3.2,Offshore,4,34,Safety,"If a North Atlantic right whale is sighted within 100 meters (328 ft) of an underway vessel, the vessel operator must immediately reduce speed and promptly shift the engine to neutral.",Operational phase,100.0,meters,,marine wildlife protection; navigational safety,0.08298223680786335,0.0028782728486287175,0.10182958795453524,0.038461538461538464,0.4358974358974359,35,outer continental shelf a (partial); cut in wind speed (partial); life cycle (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial); operational event (partial),True,100.0 meters,comprehensive_scientific
deepseek-chat,OWF-REG-2023,Offshore,389,11,Technical,Tower structures shall be designed to withstand 1-year return period loads with a safety factor of 1.5,Fixed-bottom offshore wind turbines in North Sea,1.5,safety factor,DNV-ST-0143,structural engineering; safety,0.08295492047166639,0.004321843168632512,0.06552518584410998,0.043137254901960784,0.5294117647058824,53,sea depth (partial); tower cost (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); load; design,True,1.5 safety factor,comprehensive_scientific
deepseek-chat,NSOW-REG-2023-0042,Offshore,191,33,Environmental,All turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea Exclusive Economic Zone,25,meters,OSPAR Convention Annex VII,environmental; structural design,0.08293820879434616,0.004091386117174034,0.10354970641078036,0.0390625,0.42424242424242425,42,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; zone; turbine status (partial); design; min depth (partial),True,25 meters,comprehensive_scientific
deepseek-chat,NS-OWF-2023-0042,Offshore,265,11,Environmental,All turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea Exclusive Economic Zone,25,meters,OSPAR Convention Annex VII,environmental; structural design,0.08293820879434616,0.004091386117174034,0.10354970641078036,0.0390625,0.42424242424242425,42,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; zone; turbine status (partial); design; min depth (partial),True,25 meters,comprehensive_scientific
deepseek-chat,NS-OWF-2023-001,Offshore,117,37,Environmental,All turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea Exclusive Economic Zone,25,meters,OSPAR Convention Annex VII,environmental; structural design,0.08293820879434616,0.004091386117174034,0.10354970641078036,0.0390625,0.42424242424242425,42,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; zone; turbine status (partial); design; min depth (partial),True,25 meters,comprehensive_scientific
deepseek-chat,NS-OWF-2023-0042,Offshore,164,17,Environmental,All turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea Exclusive Economic Zone,25,meters,OSPAR Convention Annex VII,environmental; structural design,0.08293820879434616,0.004091386117174034,0.10354970641078036,0.0390625,0.42424242424242425,42,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; zone; turbine status (partial); design; min depth (partial),True,25 meters,comprehensive_scientific
deepseek-chat,NS-OWF-2023-0042,Offshore,1,46,Environmental,All turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea Exclusive Economic Zone,25,meters,OSPAR Convention Annex VII,environmental; structural design,0.08293820879434616,0.004091386117174034,0.10354970641078036,0.0390625,0.42424242424242425,42,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; zone; turbine status (partial); design; min depth (partial),True,25 meters,comprehensive_scientific
deepseek-chat,OWF-REG-2023,Offshore,22,36,Environmental,All construction activities must maintain a minimum 500m buffer from marine mammal habitats during breeding seasons,North Atlantic offshore wind lease areas,500,meters,Bureau of Ocean Energy Management (BOEM),environmental; construction,0.08292396360044514,0.004688092362308735,0.13216129287959502,0.03557312252964427,0.34285714285714286,63,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial); lease date (partial),True,500 meters,comprehensive_scientific
gemini-1.5-pro,265,Offshore,478,22,Environmental,"When whales are sighted, vessels must maintain a distance of 100 yards (91 m) or greater from the whale.",Vessel operations near wind farms,100.0,yards,,marine mammal protection; vessel operation,0.08289629117363873,0.003893582644646347,0.11956702705260057,0.02734375,0.4,40,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); farm power output (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,100.0 yards,comprehensive_scientific
gpt-4o-mini,"§ 585.504, § 585.505",Offshore,327,10,Financial,"You must pay ONRR, under the regulations at 30 CFR part 1218, rent at the beginning of each subsequent 1-year period on the entire lease area for the duration of your operations term in accordance with the regulations at 30 CFR 1218.51.",Subsequent rent payments,1.0,year,30 CFR 1218.51,financial obligations; lease management,0.08287633292902141,0.003756025473646998,0.09953612196357291,0.03435114503816794,0.44642857142857145,42,outer continental shelf a (partial); regulation; cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); torpedo testing area (partial); lease date (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial),True,1.0 year,comprehensive_scientific
gemini-1.5-pro,,Offshore,180,22,Technical,Pile foundation legs must be severed at least 15 ft (4.5 m) below the mudline upon decommissioning and removal.,Decommissioning of offshore wind turbine foundations,15.0,ft,30 CFR 585.910,decommissioning; structural removal; benthic habitat,0.08284884420745967,0.0042231165676928665,0.10705817328837597,0.022988505747126436,0.4444444444444444,45,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; turbine status (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,15.0 ft,comprehensive_scientific
deepseek-chat,NSOW-2023-0042,Offshore,24,2,Environmental,Turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea development zone,25,meters,OSPAR Commission Annex VII,environmental; structural,0.08282654664238995,0.0035732164207742906,0.10325770855839515,0.03543307086614173,0.43333333333333335,41,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; zone; turbine status (partial); min depth (partial); life cycle (partial),True,25 meters,comprehensive_scientific
deepseek-chat,NOW-REG-2023-001,Offshore,159,32,Environmental,Wind turbines must maintain a minimum distance of 500 meters from known marine mammal migration routes.,All offshore wind projects in U.S. federal waters,500,meters,Bureau of Ocean Energy Management (BOEM),wildlife protection; marine ecology,0.08278022502607257,0.006256820200393412,0.09154998981971732,0.0390625,0.45,62,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); caribbean fishery management council (partial); min depth (partial); life cycle (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific
