document_id,chunk_number,data_type,index,entity_name,jurisdiction,role,type,requirement,scope,numerical_value,unit,source,related_domains
17,141,constraint,0,,,,Safety,LRFD strength criteria specified in IEC 61400-3 (2009) in conjunction with ISO 19902 (2007),Offshore wind turbine support structures,,,"IEC 61400-3 (2009), ISO 19902 (2007)","safety, technical"
17,141,constraint,1,,,,Safety,"Increased design requirement for support structures in hurricane-prone US waters due to higher variation and uncertainty of environmental conditions compared to those implied in IEC 61400-3 (2009). This can be achieved by a higher return period in the design load case, a larger safety factor, or both.",Offshore wind turbine support structures in hurricane-prone US waters,,,Derived from IEC 61400-3 (2009) with US-specific considerations,"safety, environmental"
17,141,constraint,2,,,,Safety,"Consideration of a 50-year return period for design load cases, potentially with an increased safety factor.",Offshore wind turbine support structures in hurricane-prone US waters,50,years,Derived from IEC 61400-3 (2009) with US-specific considerations,"safety, environmental"
17,141,constraint,3,,,,Safety,Potential doubling of the load factor defined in IEC 61400-3 for 100-year return storm survival.,Offshore wind turbine support structures in hurricane-prone US waters,100,years,Derived from IEC 61400-3 (2009) with US-specific considerations,"safety, environmental"
17,141,entity,0,IEC,International,Standards development,,,,,,,
17,141,entity,1,ISO,International,Standards development,,,,,,,
17,142,constraint,0,,,,Safety,"Load factors specified in IEC 61400-3 (2009) for normal, abnormal, and transportation/installation conditions",Offshore wind turbines,,,IEC 61400-3 (2009),"safety, technical"
17,142,constraint,1,,,,Safety,Design for 100-year storm conditions in hurricane-prone regions on the US OCS,US OCS (Outer Continental Shelf),100,years,Study referenced in Section 2.1.4,"safety, environmental"
17,142,constraint,2,,,,Safety,Use of site-specific 100-year return environmental conditions in design,Offshore wind turbines,100,years,Document M10PC00105,"safety, environmental"
17,142,constraint,3,,,,Technical,Potential refinement of IEC61400-1 Class S to cover changes in return period,Offshore wind turbines,,,"Document M10PC00105, referencing potential changes to IEC61400-1 Class S","technical, safety"
17,142,entity,0,IEC,International,Standards development for electrotechnology,,,,,,,
17,143,constraint,0,,,,Technical,The return period of site specific design environmental conditions should be 100 years.,Hurricane-prone regions,100,years,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"safety, structural design"
17,143,constraint,1,,,,Technical,The difference between the normal and abnormal turbine operating conditions should be taken into account in the strength design criteria.,Hurricane-prone regions,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"safety, structural design"
17,143,constraint,2,,,,Technical,"LRFD strength criteria, as specified in IEC 61400-3 (2009) in conjunction with ISO 19902 (2007), or the WSD strength criteria, as specified in the ABS Guide (2010), may be applied.",Hurricane-prone regions,,,"IEC 61400-3 (2009), ISO 19902 (2007), ABS Guide (2010)","safety, structural design"
17,143,constraint,3,,,,Technical,Wind models recommended in IEC 61400-1 (2005) should be used to generate the turbulent wind field as the input to aerodynamic load calculations.,Offshore wind turbines,,,IEC 61400-1 (2005),"structural design, safety"
17,143,constraint,4,,,,Technical,"For those offshore wind turbines to be deployed in the open ocean with the minimum effect of coastal topology and onshore roughness, the wind model recommended in API Bulletin 2INT-MET (2007) and API RP 2A-WSD (2007) may be used as an alternative.",Offshore wind turbines in the open ocean,,,"API Bulletin 2INT-MET (2007), API RP 2A-WSD (2007)","structural design, safety"
17,143,constraint,5,,,,Technical,Wind and wave misalignment should be considered within the range between -90 degrees and +90 degrees. Load calculations should be based on the misalignment angle that results in the highest load acting on the support structure.,Offshore wind turbines,90,degrees,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural design, safety"
17,143,constraint,6,,,,Technical,"Both negative and positive storm surge should be considered in the design, particularly for those minimum support structures, such as monopiles and tripods.","Offshore wind turbines, particularly monopiles and tripods",,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural design, safety"
17,143,constraint,7,,,,Technical,The wave theory employed in the design should reflect the effect of water depth.,Offshore wind turbines,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural design, safety"
17,143,entity,0,IEC,International,Standards Development,,,,,,,
17,143,entity,1,ISO,International,Standards Development,,,,,,,
17,143,entity,2,ABS,International,"Classification Society, Standards Development",,,,,,,
17,143,entity,3,API,International,Standards Development,,,,,,,
17,144,constraint,0,,,,Technical,"Effect of the nacelle yaw misalignment relative to the incoming wind direction should be adequately considered in the design, particularly for minimum support structures such as monopiles and tripods.","Offshore wind turbines, specifically monopile and tripod support structures",,,Design Standards for Offshore Wind Farms Final Report,"structural safety, design"
17,144,constraint,1,,,,Safety,Yaw misalignment between -180 degrees and +180 degrees in combination with 100-year return site conditions should be considered as one of the abnormal load cases in the design.,Offshore wind turbines,180,degrees,Design Standards for Offshore Wind Farms Final Report,"structural safety, design, load calculations"
17,144,constraint,2,,,,Technical,Load calculations should be based on the misalignment angle that results in the highest load acting on the support structure.,Offshore wind turbines,,,Design Standards for Offshore Wind Farms Final Report,"structural safety, design, load calculations"
17,144,constraint,3,,,,Technical,The aerodynamic loads generated by a wind turbine subjected to strong hurricane wind conditions should be determined by using recognized simulation software.,Offshore wind turbines,,,Design Standards for Offshore Wind Farms Final Report,"aerodynamics, design, load calculations"
17,144,constraint,4,,,,Safety,"It may not be warranted to rely solely on a back-up power supply with a minimum capacity of 6 hours, as per IEC 61400-3 (2009), to mitigate the effect of yaw misalignment during a hurricane.",Offshore wind turbines,6,hours,"Design Standards for Offshore Wind Farms Final Report, IEC 61400-3 (2009)","safety, power supply, yaw control"
17,144,entity,0,IEC,International,Standards development (IEC 61400-3),,,,,,,
17,145,constraint,0,,,,Technical,Consider breaking waves as the most unfavorable wave slamming scenario in design due to their high free surface water particle velocity.,"Offshore wind turbine design, specifically circular cylinder members (e.g., slender tubular members)",,,Implied from the document's analysis and recommendations,"Structural safety, design"
17,148,constraint,0,,,,Technical,"The ratio of maximum wave height Hmax to the water depth d, Hmax/d, should be 0.55 for breaking wave criterion based on maximum vertical fluid particle acceleration.",Offshore wind farms,0.55,Dimensionless (ratio),"Massel (1998) [3.59], Massel (2007) [3.60]","structural design, safety"
17,149,constraint,0,,,,Technical,Breaking wave type classification based on surf similarity parameter ξo,Offshore wind farms,,,Costal Engineering Manual (2008) [3.89],"structural design, safety"
17,149,constraint,1,,,,Technical,Breaking wave type classification based on surf similarity parameter ξb,Offshore wind farms,,,IEC 61400-3 (2009) [3.40],"structural design, safety"
17,149,constraint,2,,,,Technical,ξo < 0.5 for spilling breaking waves,Offshore wind farms,0.5,,Costal Engineering Manual (2008) [3.89],"structural design, safety"
17,149,constraint,3,,,,Technical,0.5 < ξo < 3.3 for plunging breaking waves,Offshore wind farms,"[0.5, 3.3]",,Costal Engineering Manual (2008) [3.89],"structural design, safety"
17,149,constraint,4,,,,Technical,ξo > 3.3 for surging breaking waves,Offshore wind farms,3.3,,Costal Engineering Manual (2008) [3.89],"structural design, safety"
17,149,constraint,5,,,,Technical,ξb < 0.4 for spilling breaking waves,Offshore wind farms,0.4,,IEC 61400-3 (2009) [3.40],"structural design, safety"
17,149,constraint,6,,,,Technical,0.4 < ξb < 2.0 for plunging breaking waves,Offshore wind farms,"[0.4, 2.0]",,IEC 61400-3 (2009) [3.40],"structural design, safety"
17,149,constraint,7,,,,Technical,ξb > 2.0 for surging breaking waves,Offshore wind farms,2.0,,IEC 61400-3 (2009) [3.40],"structural design, safety"
17,149,entity,0,U.S. Army Corps of Engineers,Federal (USA),"Publishes the Coastal Engineering Manual, providing guidance on coastal engineering design, including aspects relevant to offshore wind farms.",,,,,,,
17,149,entity,1,International Electrotechnical Commission (IEC),International,"Develops and publishes international standards, including IEC 61400-3, which provides specific requirements for the design of offshore wind turbines.",,,,,,,
17,150,constraint,0,,,,Technical,Consideration of high magnitude wave slamming forces under certain conditions.,Offshore wind turbine structures,,,"IEC 61400-3, 2009; Costal Engineering Manual, 2008; Hubbell and Kulhawy, 1982; Wienke and Oumeraci, 2005","structural safety, design"
17,150,constraint,1,,,,Technical,"Hydrodynamic force on a slender cylinder must be calculated considering drag force, inertia force, and wave slamming force.",Offshore wind turbine structures,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural design, load calculation"
17,150,constraint,2,,,,Technical,Quasi-static force should be calculated using the Morison equation.,Offshore wind turbine structures,,,"Morison et al., 1950; Chakrabarti, 1987","structural design, load calculation"
17,150,constraint,3,,,,Technical,Slamming force should be described using either von Karman or Wagner approach.,Offshore wind turbine structures,,,"von Karman, 1929; Wagner, 1932","structural design, load calculation"
17,150,entity,0,IEC,International,Standards development,,,,,,,
17,151,constraint,0,,,,Technical,"For structures composed of members whose diameters are greater than 20% of the considered wave length or for structural configurations that may substantially alter the incident flow field, diffraction forces and the hydrodynamic interaction among structural members should be taken into account.",Offshore wind farm structures,20,% of wave length,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural design, hydrodynamic analysis"
17,151,constraint,1,,,,Technical,Recommended values of inertia and drag coefficients should be referenced from API RP 2A-WSD (2007).,US OCS (Outer Continental Shelf),,,API RP 2A-WSD (2007) [3.3] referenced in Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural design, hydrodynamic analysis"
17,151,constraint,2,,,,Technical,"To calculate wave diffraction effects around a single circular cylinder, the solution provided by MacCamy and Fuchs (1954) or the discussion in IEC 61400-3 (2009) may be used.","Offshore wind farm structures, single circular cylinders",,,"MacCamy and Fuchs (1954) [3.54], IEC 61400-3 (2009) [3.40] referenced in Design Standards for Offshore Wind Farms Final Report (M10PC00105)","structural design, hydrodynamic analysis"
17,151,entity,0,API,Industry standard (US focus),"Develops recommended practices and standards, including RP 2A-WSD for offshore structures.",,,,,,,
17,151,entity,1,IEC,International,"Develops international standards, including IEC 61400-3 for wind energy generation systems.",,,,,,,
17,153,constraint,0,,,,Technical,Slamming force on cylindrical member due to breaking waves shall be calculated using the formula: *F* *S* ( *t* ) = λη *b* πρ *V* 2 *R*  1 − *VR* *t*  = λη *b* *f* *S*,Offshore wind farm structures - Cylindrical members subjected to wave slamming,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural, safety"
17,153,constraint,1,,,,Technical,Slamming force per unit length on a cylindrical member shall be calculated using the formula: *f* *S* = *V* ρπ 2 *dcdt* ( *t* ) = πρ *RV* 2  1 − *VR* *t* ,Offshore wind farm structures - Cylindrical members subjected to wave slamming,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural, safety"
17,153,constraint,2,,,,Technical,"Slamming coefficient Cs shall be considered, with an upper bound of π at the moment the cylinder hits the calm water surface.",Offshore wind farm structures - Cylindrical members subjected to wave slamming,π,Unitless,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural, safety"
17,158,constraint,0,,,,Technical,"Consideration of wave height (H), wave length (L), and water depth (d) for wave shape determination.",Offshore wind farm design,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),structural design
17,158,constraint,1,,,,Technical,Use of regular wave theories for estimating wave kinematics for design waves.,Offshore wind farm design,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),structural design
17,158,constraint,2,,,,Technical,"Classification of regular wave theories based on H/(gT^2) and d/(gT^2), where H is wave height, d is water depth, and T is the equivalent deep water wave period.",Offshore wind farm design,,,"Le Mehaute (1969), Dean and Dalrymple (1991), Chakrabarti (1987), API RP 2A-WSD (2007), ISO 19901-1 (2005), IEC 61400-3 (2009)",structural design
17,158,entity,0,API,International,Standards development (API RP 2A-WSD),,,,,,,
17,158,entity,1,ISO,International,Standards development (ISO 19901-1),,,,,,,
17,158,entity,2,IEC,International,Standards development (IEC 61400-3),,,,,,,
17,168,constraint,0,,,,Technical,Consideration of limitations caused by grid resolution in the vicinity of the structure for Boussinesq wave-structure interactions.,"Offshore wind turbines, specifically regarding wave-structure interactions and Boussinesq numerical modeling.",,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"Technical, Modeling, Structural"
17,168,entity,0,IEC,International,Standards Development Organization (suggested approach documented in IEC 61400-3 (2009)),,,,,,,
17,181,constraint,0,,,,Technical,The pressure averaged over a larger area and with a longer duration should be taken into account for design.,Offshore wind farm structures subjected to wave slamming,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural safety, design"
17,181,constraint,1,,,,Technical,Spatially averaged peak pressures for design considerations should be up to around 2 MPa – 3 MPa.,Offshore wind farm structures subjected to wave slamming,2-3,MPa,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural safety, design"
17,182,constraint,0,,,,Technical,"In breaking waves, the water particle velocity V at free surface is often assumed to be equal to the wave celerity uc.",Offshore wind farm design (specifically related to breaking wave analysis),,,"Common practice based on reported velocity measurements (Chaplin et al., 1992 [3.16], Wienke (2001) [3.99], Irschik et al., (2002) [3.45], Wienke and Oumeraci (2005) [3.98])","Structural safety, hydrodynamic loading"
17,182,constraint,1,,,,Technical,V = 1.2 * uc is taken for undisturbed waves and the breaking wave height are defined as the most probable highest values for a given return period.,Offshore wind farm design (specifically related to breaking wave analysis),1.2,,DNV recommendation (2010a) [3.24],"Structural safety, hydrodynamic loading"
17,182,entity,0,DNV,International (classification society providing technical standards and recommendations),"Provides recommendations and standards for offshore structures, including wind turbines.",,,,,,,
17,183,constraint,0,,,,Technical,Slamming force per unit length calculation: *f* *S* = ρ *C* *s* *RV²,Vertical circular cylinders subjected to plunging breaking wave slamming,,,Equation (3.21) from the document,"structural design, safety"
17,183,constraint,1,,,,Technical,"Local slamming pressure calculation: *p* *S* ( *x* ) = 2 ρ *C* *s*, *Local* *V²",Vertical circular cylinders subjected to plunging breaking wave slamming,,,Equation (3.22) from the document,"structural design, safety"
17,183,constraint,2,,,,Technical,A factor of 1.0 or higher should be applied to the wave celerity to define the maximum water particle velocity in a breaking wave when considering plunging breaking wave slamming on vertical circular cylinders.,Vertical circular cylinders subjected to plunging breaking wave slamming,1.0,,Literature review carried out in the report,"structural design, safety"
17,183,entity,0,ABS (American Bureau of Shipping),International (classification society),Defines standards for calculating wave slamming (impact) pressure on stiffened flat plates and slender tubular members.,,,,,,,
17,184,constraint,0,,,,Technical,"Slamming local pressure is required to be applied on the width of slender tubular members (2*R), from the still water level to the maximum wave crest height of the design sea state.",Slender tubular members of offshore wind farms,,,ABS (2010a) [3.1],"Structural safety, design"
17,184,constraint,1,,,,Technical,"Slamming pressure for slender tubular members calculated according to Equation (3.21) and (3.22), leading to a slamming coefficient Cs = Cs,Local = π.",Slender tubular members of offshore wind farms,3.14159,,ABS (2010a) [3.1] reformatted,"Structural safety, design"
17,184,constraint,2,,,,Technical,"Slamming force per unit length (or height) on a slender tubular member calculated using Equation (3.21) with a slamming coefficient between Cs = 0.5π – 1.7π, depending on rise time and natural frequency.",Slender tubular members of offshore wind farms,,,API RP 2A-WSD (2007) [3.3] and ISO 19902 (2007) [3.42],"Structural safety, design"
17,184,constraint,3,,,,Technical,Slamming force per unit height for vertical slender cylinders is given by Equation (3.21) with a slamming coefficient up to 5.15.,Vertical slender cylinders of offshore wind farms,5.15,,"DNV (2010a,b) [3.24] [3.25]","Structural safety, design"
17,184,constraint,4,,,,Technical,Free-surface particle velocity of breaking waves is defined as 1.2 times the celerity uc of the most probable highest breaking wave with a given return period.,Offshore wind farms,1.2,,"DNV (2010a,b) [3.24] [3.25]","Structural safety, design, wave loading"
17,184,constraint,5,,,,Technical,The most probable highest breaking wave height is taken as 1.4 times the most probable significant wave height with the same return period.,Offshore wind farms,1.4,,"DNV (2010a,b) [3.24] [3.25]","Structural safety, design, wave loading"
17,184,entity,0,ABS,International,Standards development organization,,,,,,,
17,184,entity,1,API,International,Standards development organization,,,,,,,
17,184,entity,2,ISO,International,Standards development organization,,,,,,,
17,184,entity,3,DNV,International,Classification society and standards development organization,,,,,,,
17,185,constraint,0,,,,Technical,Consider shallow water in slamming load models.,Offshore wind turbine monopile foundations,,,"GL (2005) [3.35], IEC 61400-3 (2009) [3.40], ISO 21650 (2007) [3.43]","structural safety, design"
17,185,constraint,1,,,,Technical,"Consider wave slamming for the design of horizontal members in complex offshore wind turbine support structures (e.g., jackets).",Offshore wind turbine jacket structures,,,General design guidance,"structural safety, design"
17,185,constraint,2,,,,Technical,Guidelines in API RP 2A-WSD (2007) [3.3] and ISO 19902 (2007) [3.42] can be used for the local design of horizontal members.,"Horizontal members of offshore wind turbine support structures, similar to oil and gas platforms",,,"API RP 2A-WSD (2007) [3.3], ISO 19902 (2007) [3.42]","structural safety, design"
17,185,constraint,3,,,,Technical,Consider slamming force as Morison type drag loads.,Offshore wind turbine structures,,,NORSOK N-003 (2007) [3.65],"structural safety, design"
17,185,constraint,4,,,,Technical,"Use a minimum drag coefficient of 3 and a dynamic amplification factor of at least 2, unless dynamic response analysis justifies a smaller dynamic amplification effect.",Offshore wind turbine structures subject to slamming loads,3,unitless (drag coefficient),NORSOK N-003 (2007) [3.65],"structural safety, design"
17,185,constraint,5,,,,Technical,"If the time history of wave slamming is important, consider the approach developed by Kaplan (1992) [3.47].",Horizontal circular cylinders of offshore wind turbine structures,,,Kaplan (1992) [3.47],"structural safety, design, analysis"
17,185,entity,0,GL,International,Standards development,,,,,,,
17,185,entity,1,IEC,International,Standards development,,,,,,,
17,185,entity,2,ISO,International,Standards development,,,,,,,
17,185,entity,3,API,International,Standards development,,,,,,,
17,185,entity,4,NORSOK,International,Standards development,,,,,,,
17,186,constraint,0,,,,Technical,Slamming Load Model according to IEC 61400-3 (2009),Offshore wind turbine structures,,,IEC 61400-3 (2009),"structural safety, design"
17,186,constraint,1,,,,Technical,Slamming Load Model according to ISO 21650 (2007),Offshore wind turbine structures,,,ISO 21650 (2007),"structural safety, design"
17,186,constraint,2,,,,Technical,Slamming Load Model according to GL (2005),Offshore wind turbine structures,,,GL (2005),"structural safety, design"
17,186,constraint,3,,,,Technical,Slamming Load Model according to ABS (2010b),Offshore wind turbine structures,,,ABS (2010b),"structural safety, design"
17,186,constraint,4,,,,Technical,"Slamming Load Model according to DNV (2010a,b)",Offshore wind turbine structures,,,"DNV (2010a,b)","structural safety, design"
17,186,constraint,5,,,,Technical,Slamming Load Model according to ABS (2010a),Offshore wind turbine structures,,,ABS (2010a),"structural safety, design"
17,186,constraint,6,,,,Technical,Slamming Load Model according to API RP 2A-WSD (2007),Offshore wind turbine structures,,,API RP 2A-WSD (2007),"structural safety, design"
17,186,constraint,7,,,,Technical,Slamming Load Model according to ISO 19902 (2007),Offshore wind turbine structures,,,ISO 19902 (2007),"structural safety, design"
17,186,entity,0,IEC,International,Standards Development,,,,,,,
17,186,entity,1,ISO,International,Standards Development,,,,,,,
17,186,entity,2,GL,International,"Classification Society, Standards Development",,,,,,,
17,186,entity,3,ABS,International,"Classification Society, Standards Development",,,,,,,
17,186,entity,4,DNV,International,"Classification Society, Standards Development",,,,,,,
17,186,entity,5,API,International,Standards Development,,,,,,,
17,188,constraint,0,,,,Technical,The water particle velocity and acceleration are proportional to the wave height.,Offshore wind farm structures,,,Contract M10PC00105,"structural design, wave load calculation"
17,188,constraint,1,,,,Technical,"For breaking waves, the higher the wave height, the larger the area of slamming on the structure.",Offshore wind farm structures,,,"Contract M10PC00105 (Wienke and Oumeraci, 2005 [3.98])","structural design, wave load calculation"
17,188,constraint,2,,,,Technical,"The fluid particle velocity is proportional to the inverse of the wave period *T*, and the particle acceleration is proportional to *T*.",Offshore wind farm structures,,,Contract M10PC00105 [2],"structural design, wave load calculation"
17,188,constraint,3,,,,Technical,The wave breaking limit is given by Miche as a function of the ratio of the water depth to the wave length.,Offshore wind farm structures,,,Contract M10PC00105,"structural design, wave load calculation"
17,188,constraint,4,,,,Technical,Diffraction effects for a surface-piercing circular member become significant when the ratio of its diameter to the incident wave length exceeds 1/5.,"Offshore wind farm structures, circular members",1/5,Ratio of diameter to wavelength,Contract M10PC00105,"structural design, wave load calculation"
17,189,constraint,0,,,,Technical,Diffraction effects for a surface-piercing circular member become significant when the ratio of its diameter to the wave length exceeds 1/5.,Surface-piercing circular members of offshore structures,0.2,Ratio of diameter to wavelength,,"Structural design, hydrodynamics"
17,190,constraint,0,,,,Technical,"For slamming loads, the pressure averaged over a given surface area of a circular cylinder decreases with the size of this area. The size of characteristic area, over which the pressure distribution is averaged or measured, has to be taken into account.",Offshore wind turbine structures subjected to slamming loads,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural design, safety"
17,190,constraint,1,,,,Technical,The breaking wave limit is given by H/L = 0.0142 tanh(kd),Offshore wind turbine structures,0.0142,,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report; Miche (see Chakrabarti, 1987)","structural design, safety"
17,191,constraint,0,,,,Technical,Limiting wave height in shallow water is about H = 0.78 * d for a flat seabed.,"Offshore wind farms, shallow water, flat seabed",0.78,,Costal Engineering Manual (2008),"structural design, safety"
17,191,constraint,1,,,,Technical,Modified Miche criterion for breaking wave limit height: Hm0 / L = 0.142 * tanh(kd),"Offshore wind farms, breaking wave conditions",0.142,,"Costal Engineering Manual (2008), Ochi (2003)","structural design, safety"
17,191,constraint,2,,,,Technical,"In shallow water with flat seabed, zero-moment wave height Hm0 = 0.55 * d","Offshore wind farms, shallow water, flat seabed",0.55,,Document Section 3.1.1.1,"structural design, safety"
17,191,constraint,3,,,,Technical,Stokes theory is applicable when Ursell number (Ur) < 26 and waves have moderate steepness.,"Offshore wind farms, wave analysis",26,,,hydrodynamic analysis
17,191,constraint,4,,,,Technical,Diffraction effects can be neglected for a tubular member with diameter D when D <= L/5 (L is the incident wave length).,"Offshore wind farms, tubular members",0.2,,API RP 2A-WSD (2007),"structural design, hydrodynamic analysis"
17,191,entity,0,API,International (Industry Standard),"Standards development for the oil and gas industry, which are often applied in offshore wind",,,,,,,
17,192,constraint,0,,,,Technical,Slamming load calculations shall consider the Wienke model as defined in Annex D of IEC 61400-3 (2009).,Offshore wind turbine monopile support structures,,,IEC 61400-3 (2009),"structural, safety"
17,192,entity,0,IEC (International Electrotechnical Commission),International,"Standards development for electrical and electronic technologies, including wind turbines.",,,,,,,
17,193,constraint,0,,,,Technical,Breaking wave slamming load on a circular cylinder shall be calculated according to the equations specified in IEC 61400-3 (2009).,Offshore wind turbine structures,,,IEC 61400-3 (2009),"structural safety, design"
17,193,constraint,1,,,,Technical,"The Campbell-Weynberg model (DNV, 2010a) shall be used for calculating slamming force on circular cylinders entering calm water.",Offshore wind turbine structures,,,DNV (2010a),"structural safety, design"
17,193,constraint,2,,,,Technical,"When calculating slamming force due to a plunging breaking wave on a vertical cylinder, the slamming time duration shall be T = 13R / 32V as defined by Wienke.",Offshore wind turbine structures,,,"DNV (2010a), Wienke","structural safety, design"
17,193,entity,0,IEC,International,Standards development,,,,,,,
17,193,entity,1,DNV,International,"Classification society, providing technical standards and guidance",,,,,,,
17,195,constraint,0,,,,Technical,"Slamming loads on monopile support structures shall be calculated using one of the following models: Campbell-Weynberg, Wienke, DNV, or Armand-Cointe.",GOM West Central regions,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural, safety"
17,195,constraint,1,,,,Technical,"For the Armand-Cointe model, a curling factor of 0.5 shall be assumed.",GOM West Central regions,0.5,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural, safety"
17,195,constraint,2,,,,Technical,The area on the monopile subjected to breaking wave slamming shall be determined following Wienke’s approach.,GOM West Central regions,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural, safety"
17,195,constraint,3,,,,Technical,100-year return wave conditions shall be considered in the analysis.,GOM West Central regions,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural, safety"
17,195,constraint,4,,,,Technical,"The wave celerity shall be considered as 12.51 m/s, the breaking wave height as 12.75 m, and the maximum wave crest height as 10.47 m for the 100-year return wave conditions in the GOM West Central regions.",GOM West Central regions,"[12.51, 12.75, 10.47]","['m/s', 'm', 'm']",Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural, safety"
17,196,constraint,0,,,,Technical,Consideration of slamming time duration in structural response calculations.,Offshore wind turbine structures,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural, safety"
17,196,constraint,1,,,,Technical,Application of 1% structural damping for stiff clay soil conditions.,Offshore wind turbine foundations in stiff clay,1,%,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"geotechnical, structural"
17,196,constraint,2,,,,Technical,"Evaluation of wave slamming loads using various models (Goda, Wienke, Campbell-Weynberg, Armand-Cointe).",Offshore wind turbine structures,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural, safety"
17,198,constraint,0,,,,Technical,Damping ratio considered as an upper bound for a monopile is 3%,Monopile structures in offshore wind farms,3,%,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural, safety"
17,201,constraint,0,,,,Technical,"Consider spatially averaged pressures for structural design of offshore wind farms subjected to breaking wave slamming, rather than unstable local pressures.",Offshore wind farm structures,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural, safety"
17,201,constraint,1,,,,Technical,The area for averaging (smoothing) local slamming pressures is dependent upon the actual application and structural details.,Offshore wind farm structures,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural, safety"
17,203,constraint,0,,,,Technical,Use of Wienke model for calculating slamming forces on vertical and inclined circular cylinders.,Offshore wind turbines,,,IEC 61400-3 Annex D (2009),"Structural design, safety"
17,203,constraint,1,,,,Technical,Use of Wienke model for calculating slamming forces on vertical and inclined circular cylinders.,Offshore wind turbines,,,GL (2009),"Structural design, safety"
17,203,constraint,2,,,,Technical,Use of Wienke model for calculating slamming forces on vertical and inclined circular cylinders.,Offshore wind turbines,,,ABS (2010),"Structural design, safety"
17,203,constraint,3,,,,Technical,Use of Wienke model for calculating slamming forces.,Coastal structures,,,ISO 21650 Annex G (2007),"Structural design, safety"
17,203,constraint,4,,,,Technical,Campbell-Weynberg model as an acceptable alternative for calculating slamming forces (implied).,Offshore wind turbines and coastal structures (implied),,,Document mentions it as an alternative,"Structural design, safety"
17,203,entity,0,IEC,International,Standards development,,,,,,,
17,203,entity,1,GL,International,"Classification society, sets technical standards",,,,,,,
17,203,entity,2,ABS,International,"Classification society, sets technical standards",,,,,,,
17,203,entity,3,ISO,International,Standards development,,,,,,,
17,204,constraint,0,,,,Technical,Consideration of curling factors and slamming duration (such as those obtained in Wienke’s study) when calculating slamming forces on vertical circular cylinders.,Offshore wind turbine support structures,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural, safety"
17,204,constraint,1,,,,Technical,"Collective consideration of slamming coefficient, water particle velocity, and spatial and temporal distribution of the slamming process when assessing the validity of a wave slamming load model.",Offshore wind turbine support structures,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural, safety"
17,204,constraint,2,,,,Technical,Design considerations for hurricane environmental conditions on the US OCS.,Offshore wind turbines on the US OCS,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural, safety"
17,205,constraint,0,,,,Technical,Hurricane wind field model as recommended in API RP 2A-WSD (2007),Offshore wind turbine design (topside structures and station keeping systems),,,API RP 2A-WSD (2007),"structural, safety"
17,205,constraint,1,,,,Technical,Hurricane wind field model as recommended in API Bulletin 2INT MET (2007),Offshore wind turbine design,,,API Bulletin 2INT MET (2007),"structural, safety"
17,205,constraint,2,,,,Technical,Hurricane wind field model as recommended in ISO 19902 (2007),Offshore wind turbine design,,,ISO 19902 (2007),"structural, safety"
17,205,constraint,3,,,,Technical,Turbulent wind models as referred to in IEC 61400-3 (2009) and IEC 61400-1 (2005),Offshore wind turbine design,,,"IEC 61400-3 (2009), IEC 61400-1 (2005)","structural, safety"
17,205,constraint,4,,,,Technical,Soil-pile foundation interaction based on API RP 2A-WSD (2007),Offshore wind turbine foundation design,,,API RP 2A-WSD (2007),"geotechnical, structural, safety"
17,205,entity,0,American Petroleum Institute (API),International (Industry Standard),"Standards development for the oil and gas industry, which are often applied in offshore wind",,,,,,,
