row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,exact_match,pages_found,highlighted_pages,matching_text_snippets
4275,26,gemini-1.5-pro,Technical,Boulder relocation plan,0.5,m,The plan(s) must include multibeam backscatter data and boulder (greater than or equal to 0.5 m in diameter) data layers to inform the siting of boulders and areas for relocation.,False,,,
4276,26,gemini-1.5-pro,Environmental,Foundation installation (pile driving),1,PAM operator,"Concurrently, at least one PAM operator must actively monitor for vocalizing marine mammals before, during and after pile driving.",False,,,
4284,26,gemini-1.5-pro,Technical,Updates to as-built schematics and diagrams for DOFS and acoustic monitoring devices,10,business days,"Thereafter, this information must be updated within 10 business days of any change.",False,,,
4293,26,gpt-4o-mini,Safety,Operational phase,1500,meters,"Additional observers must be deployed on additional platforms for every 1,500 m that a clearance or shutdown zone is expanded beyond the initial clearance and shutdown zones.",False,,,
4301,26,gemini-1.5-pro,Jurisdictional,Boulder relocation,2,m,"The Lessee must provide USCG, NOAA, and the local harbormaster with a comprehensive list and shapefile of positions and areas to which boulders greater than 2 m would be relocated (latitude, longitude) at least 60 days prior to boulder relocation activities.",False,,,
4302,26,gpt-4o-mini,Safety,Operational phase,10,knots,"If a large whale is identified within 500 m of the forward path of any vessel, the vessel operator must steer a course away from the whale at 10 knots (18.5 km/hr) or less until the 500 m minimum separation distance has been established.",False,,,
4312,26,deepseek-chat,Technical,All offshore structures,100,years,Wind turbine foundations must be designed to withstand a 100-year return period storm event,False,,,
4368,26,gemini-1.5-pro,Technical,OCS,1,,The Lessee may construct and install ... up to 1 permanent meteorological (met) tower,False,,,
4370,26,claude-3-haiku-20240307,Technical,Met tower pin pile foundations,1.8,m,"Met towers pin piles must be no larger than 1.8 m in diameter, and hammer energies must not exceed 1,500 kJ for Met tower pin pile installation.",False,,,
4399,26,gpt-4o-mini,Financial,Commissioning of the last WTG,80000,USD,"The Lessee must contribute funds in the amount of $80,000 to NORAD toward the execution of the RAM.",False,,,
4402,26,gpt-4o-mini,Technical,Operational phase,12,months,"The Lessee must submit quarterly progress reports concerning the implementation of the ABPCMP to BOEM, BSEE, and USFWS by the 15th day of the first month following the end of each quarter.",False,,,
4405,26,gpt-4o-mini,Technical,As-placed Anchor Plats for all anchoring activities,90,days,Submit 90 days after completion of an activity or construction of a major facility component.,False,,,
4413,26,gpt-4o-mini,Safety,Operational phase,1,month,Surveillance records for each OSS must be submitted within one month of verification by the qualified third party.,False,,,
4415,26,gemini-1.5-pro,Technical,Data archiving,12,months,The Lessee must send all raw SFV PAM data to the NCEI Passive Acoustic Data archive within 12 months following the completion of WTG/OSS/met tower foundation installation.,False,,,
4434,26,gpt-4o-mini,Jurisdictional,Long-term PAM Plan submission and approval process,45,days,"If BOEM does not provide comments on the Long-term PAM Plan within 45 days of its submittal, the Lessee may conclusively presume BOEM’s concurrence with the Long-term PAM Plan.",False,,,
4449,26,gpt-4o-mini,Technical,Berm height post-construction,1,meter,"If there are bathymetric changes in berm height greater than 1 meter above grade after the second survey, the Lessee must develop and implement a Berm Remediation Plan.",False,,,
4503,26,deepseek-chat,Technical,All offshore structures,100,years,Foundations must be designed to withstand a 100-year storm event,False,,,
4519,26,gemini-1.5-pro,Safety,"Critical safety systems, all WTGs",1,month,"After commissioning of the critical safety systems for the first WTG, monthly submission of surveillance records or Conformity Statement and supporting documentation for all verified WTGs is required.",False,,,
4530,26,gpt-4o-mini,Financial,Commissioning of WTGs,80000,USD,"If the time gap between the commissioning of the first and last WTG is anticipated to be 3 years or greater, the Lessee must contribute additional funds in the amount of $80,000 per affected radar to NORAD toward the execution of the RAM when 50 percent of the WTGs are commissioned.",False,,,
4556,26,gemini-1.5-pro,Environmental,Environmental monitoring and reporting,15,Day of the month,"The Lessee must submit an annual report by February 15 each year for the previous year (...) to BOEM, BSEE, and NMFS GARFO-PRD. The report must include all information on any observations of and interactions with ESA-listed species and contain information on all survey activities that took place during the season, including location of gear set, duration of soak/trawl, and total effort. The report on survey activities must be comprehensive of all activities, regardless of whether ESA-listed species were observed.",False,,,
4574,26,claude-3-haiku-20240307,Environmental,Offshore wind farm projects,48,hours,"The Lessee must report within 48 hours all observations or collections of injured or dead whales, sea turtles, or sturgeon to BSEE, NMFS-OPR, and NMFS GARFO-PRD, including observations and interactions during the fisheries surveys.",False,,,
4594,26,gpt-4o-mini,Technical,Operational phase,1,hour,"The PSO must create a new entry on the Effort form each time a pile segment changes, or weather conditions change, and at least once an hour as a minimum.",False,,,
4610,26,gpt-4o-mini,Jurisdictional,Marine debris recovery activities,10,days,"If BSEE orders the Lessee to recover the marine debris, the Lessee must then submit a Recovery Plan to BSEE within 10 calendar days.",False,,,
4613,26,deepseek-chat,Technical,Fixed-bottom offshore wind turbines in U.S. waters,100,years,Offshore wind turbine foundations must withstand a 100-year return period storm event.,False,,,
4651,26,deepseek-chat,Environmental,North Sea Exclusive Economic Zone,15,meters,All turbine foundations must maintain a minimum clearance of 15 meters from the seabed to protect benthic ecosystems,False,,,
4654,26,gemini-1.5-pro,Safety,WTG design,500,years,withstanding 3-second gusts of a 500-year return interval event,False,,,
4684,26,deepseek-chat,Technical,Offshore structures in the Atlantic OCS,1,%,Wind turbine foundations must withstand a 1% annual probability of exceedance for extreme environmental loading conditions.,False,,,
4690,26,gemini-1.5-pro,Technical,GIS data,18,UTM Zone,Files must use a North America Datum of 1983 (NAD83) Universal Transverse Mercator (UTM) Zone 18 or a geographic coordinate system in NAD83.,False,,,
4699,26,gpt-4o-mini,Technical,Operational phase,10,knots,Crew members serving as visual observers must not have other duties while observing for marine mammals while the vessel is operating over 10 knots.,False,,,
4703,26,gemini-1.5-pro,Jurisdictional,Micrositing plan submission,120,days,"The Lessee must submit the Micrositing Plan(s) to BOEM, NMFS-HESD, and BSEE for a 60-day review, 120 days prior to site preparation activities for cables, WTGs, and OSS(s) within the scope of the plan.",False,,,
4717,26,gpt-4o-mini,Jurisdictional,"Micrositing Plan(s) for cables, WTGs, and OSS(s).",120,days,"The Lessee must submit the Micrositing Plan(s) to BOEM, NMFS-HESD, and BSEE for a 60-day review, 120 days prior to site preparation activities.",False,,,
4730,26,deepseek-chat,Spatial,All offshore wind farms in German EEZ,500,meters,Turbines must maintain minimum 500m spacing between units,False,,,
4733,26,gemini-1.5-pro,Safety,Marine debris recovery,10,calendar days,"If BSEE orders the Lessee to recover the marine debris, the Lessee must then submit a Recovery Plan to BSEE within 10 calendar days.",False,,,
4741,26,gemini-1.5-pro,Technical,Direct Compensation Fund,100,percent,"In the Fund, the Lessee must reserve the amount of, at a minimum, 100 percent of annual revenue exposure allocated to the Project during the post-COP approval pre-construction and construction period and (pending BSEE’s approval of the Lessee’s decommissioning application) projected decommissioning period.",False,,,
4752,26,gemini-1.5-pro,Environmental,Reporting requirement related to Section 106 MOA,31,Day of the month,"By January 31 of each year, the Lessee must submit for BOEM’s review a summary report detailing work undertaken pursuant to the Section 106 MOA during the preceding year.",False,,,
4761,26,gpt-4o-mini,Technical,"Lease Area, prior to pile driving.",120,days,The Lessee must notify BOEM of its choice at least 120 days before pile driving is scheduled to begin.,False,,,
4773,26,claude-3-haiku-20240307,Spatial,"Cables, OSS, and WTGs",0.5,m,"For cables, OSS, and/or WTGs that cannot be microsited to avoid impacts to sensitive benthic habitat or boulders greater than or equal to 0.5 m in diameter, the micrositing plan must identify technically and/or economically practicable or feasible impact minimization measures and use the following prioritized list, including complex habitat sub-types (using the following NMFS complexity categories), to avoid during micrositing: complex habitats with high density large boulders, complex habitats with medium density large boulders, complex habitats with low density large boulders, complex with scattered large boulders, and complex habitats with no large boulders.",False,,,
4782,26,gemini-1.5-pro,Safety,Project,3,years,"The Lessee must submit any revisions to the procedure once every 3 years and upon BSEE’s request, consistent with Section 2.10.5.",False,,,
4785,26,gemini-1.5-pro,Spatial,WTG placement,1,nmi,1 nmi (1.9 km) setback from the outer boundary of the south-eastbound traffic lane of the current Traffic Separation Scheme for the southeastern approach to the Delaware Bay or its proposed extension,False,,,
4800,26,gemini-1.5-pro,Technical,"Operational Phase, Reporting",12,months,"During the first 12 months that the Project is fully operational and commissioned (all installed WTGs producing power), the Lessee must submit quarterly progress reports concerning the implementation of the ABPCMP to BOEM, BSEE, and USFWS by the 15th day of the first month following the end of each quarter.",False,,,
4802,26,gpt-4o-mini,Jurisdictional,Project operation phase,45,days,The Lessee must allow the DON 45 days following such notice to conduct a security review and assess any security concern.,False,,,
4805,26,gemini-1.5-pro,Technical,Trawl surveys,15,days,"The Lessee must provide documentation of training to NMFS and BSEE at least 15 days prior to the start of the trawl surveys, for which a non-NEFOP trained observer will be deployed, and at any later time that a different observer is deployed on the survey.",False,,,
4809,26,gpt-4o-mini,Reporting,Reporting of NARW sightings and detections,24,hours,The Lessee must report all sightings or acoustic detections of NARWs immediately (no later than 24 hours).,False,,,
4819,26,gemini-1.5-pro,Technical,"Seafloor-disturbing activities related to anchors during construction, operation, and decommissioning of offshore wind farm components (buoys, export cables, WTGs, OSSs, inter-array cables)",90,days,"The Lessee must provide as-placed anchor plats to BOEM and BSEE within 90 days of completion of an activity (including during operations and decommissioning) or construction of a major facility component…to demonstrate that seafloor-disturbing activities complied with avoidance requirements for seafloor features and hazards, archaeological resources, and/or anomalies.",False,,,
4824,26,deepseek-chat,Environmental,North Sea Exclusive Economic Zone,500,meters,All turbine foundations must maintain a minimum 500m clearance from identified coral habitats,False,,,
4826,26,gemini-1.5-pro,Safety,Seabed disturbance within avoidance areas,24,hours,"If any vessel conducting work on behalf of the Lessee or any other activity associated with planning, construction, operation, or decommissioning disturbs the seabed within the avoidance areas noted below, the Lessee must submit an incident report to BOEM and BSEE within 24 hours.",False,,,
4828,26,gpt-4o-mini,Safety,Boulder relocation activities near third party assets.,2,meters,"The Lessee must provide USCG, NOAA, and the local harbormaster with a comprehensive list and shapefile of positions and areas to which boulders greater than 2 m would be relocated at least 60 days prior to boulder relocation activities.",False,,,
4935,26,gpt-4o-mini,Safety,Wind Turbine Generators (WTGs) and offshore substations during the operational phase.,99,percent,Use of ADLS would reduce the duration of obstruction lighting system activation by more than 99 percent compared to continuously illuminated lights in a system without ADLS.,False,,,
4938,26,gpt-4o-mini,Technical,Change notification phase,30,days,The Lessee must provide DON with notice of the intent to change this information at least 30 days prior to any change.,False,,,
4942,26,gemini-1.5-pro,Technical,"Public communication and outreach, unspecified information",5,business days,The Lessee must post the following information on the Project website within 5 business days of availability.,False,,,
4953,26,gemini-1.5-pro,Technical,HF-radar interference mitigation,30,days,"If at any time the NOAA IOOS Office or an HF-radar operator informs the Lessee that the Project will cause unacceptable interference to an HF-radar system, the Lessee must notify BOEM of the determination and propose new or modified mitigation pursuant to Section 2.22.5.2 as soon as possible and no later than 30 days from the date on which the determination was communicated.",False,,,
4962,26,gpt-4o-mini,Safety,Reporting process for sightings or acoustic detections.,24,hours,"If unable to report a sighting through the spreadsheet within 24 hours, call the relevant regional hotline with the observation information.",False,,,
4968,26,gpt-4o-mini,Technical,Pre-construction phase,120,days,The Lessee must submit the Long-term PAM Plan no later than 120 days prior to instrument deployment and before any construction begins.,False,,,
4980,26,gpt-4o-mini,Technical,All seabed disturbing activities during operations and decommissioning.,90,days,The Lessee must provide as-placed anchor plats to BOEM and BSEE within 90 days of completion of an activity.,False,,,
4983,26,gemini-1.5-pro,Environmental,Sea turtle and sturgeon interactions,24,hours,"The Lessee must notify BOEM, BSEE, and NMFS GARFO-PRD via email within 24 hours of any interaction with a sea turtle or sturgeon and include the NMFS take reporting form.",False,,,
4994,26,gemini-1.5-pro,Technical,"Lighting, marking, and signaling plan",120,days,"Provide a lighting, marking, and signaling plan for review by BOEM, BSEE, and the USCG, and obtain concurrence by BOEM and BSEE at least 120 days before foundation installation.",False,,,
5000,26,gemini-1.5-pro,Environmental,Notification of marine debris release,24,hours,The Lessee must notify BSEE within 24 hours of any releases of marine debris and indicate whether the released marine debris was immediately recovered.,False,,,
5011,26,gemini-1.5-pro,Financial,Lease OCS-A 0490,100000,USD,The activities and facilities proposed in the COP are or will be covered by an appropriate bond or security,False,,,
5062,26,gpt-4o-mini,Technical,Pile driving phase,48,hours,"The Lessee must provide, as soon as they are available but no later than 48 hours after the installation of each of the first three monopiles and full jacket foundations, the initial results of the SFV measurements in an interim report.",False,,,
5078,26,gemini-1.5-pro,Environmental,Trawl surveys conducted by vessels related to the lease.,5,years,"All vessels must have at least one survey team member onboard each trawl survey who has completed Northeast Fisheries Observer Program (NEFOP) observer training, or equivalent training (i.e., another training in protected species identification and safe handling, inclusive of taking genetic samples from Atlantic sturgeon), within the last 5 years or other training in protected species identified and safe handling (inclusive of taking genetic samples from Atlantic sturgeon).",False,,,
5080,26,gemini-1.5-pro,Environmental,HRG Surveys,500,m,Maintain a 500 m shutdown zone for North Atlantic right whales (NARW) during HRG surveys.,False,,,
5081,26,gemini-1.5-pro,Environmental,HRG Surveys,500,m,Maintain a 500 m clearance zone for North Atlantic right whales (NARW) during HRG surveys.,False,,,
5083,26,gpt-4o-mini,Technical,Post-construction phase,12,months,The Lessee must send all raw SFV PAM data to the NCEI Passive Acoustic Data archive within 12 months following the completion of WTG/OSS/met tower foundation installation.,False,,,
5097,26,gemini-1.5-pro,Environmental,Vessel operation,10,knots,Crew members serving as visual observers must not have other duties while observing for marine mammals while the vessel is operating over 10 knots.,False,,,
5111,26,gemini-1.5-pro,Jurisdictional,PATON application,180,days,"No sooner than 180 days and no less than 60 days before foundation installation, the Lessee must file an application (form CG-2554, or CG-4143, as appropriate), with the Commander of the Fifth Coast Guard District to establish Private Aids to Navigation (PATON), as provided in 33 C.F.R. Part 66.",False,,,
5121,26,gemini-1.5-pro,Technical,"Operational phase, Data reporting",120,days,"The Lessee must submit a log of these detections as well as the detection methodology to BOEM, BSEE (at and TIMSWeb) and NMFS (at nmfs.pacmdata@noaa.gov) within 120 days following each recorder retrieval.",False,,,
5131,26,gemini-1.5-pro,Reporting,Lease Area,31,Day,"By January 31 of each year, the Lessee must submit to BOEM and BSEE an annual report demonstrating implementation of the Direct Compensation Program.",False,,,
5141,26,gpt-4o-mini,Safety,Operational phase,1,month,"The Lessee must, on a monthly basis, submit the surveillance records or Conformity Statement and supporting summary documentation for all WTGs that have been verified by a qualified third party within the previous month.",False,,,
5146,26,gpt-4o-mini,Environmental,"Project activities, including fisheries surveys.",48,hours,"The Lessee must report within 48 hours all observations or collections of injured or dead whales, sea turtles, or sturgeon to BSEE, NMFS-OPR, and NMFS GARFO-PRD.",False,,,
5159,26,claude-3-haiku-20240307,Jurisdictional,"Cables, WTGs, and OSS",60,days,"If there are fewer than 120 days between site preparation activities and this COP approval, the Lessee must submit the plan as soon as practicable and no later than 60 days prior to commencing activities.",False,,,
5194,26,gpt-4o-mini,Technical,Pre-construction phase,60,days,"If there are fewer than 120 days between the commencement of any construction activity and this COP approval, the Lessee must submit the plan as soon as practicable and no later than 60 days prior to commencing activities.",False,,,
5217,26,gemini-1.5-pro,Environmental,Offshore activities,31,Day of the month,"Before engaging in offshore activities pursuant to the approved COP and by January 31 of each year thereafter, the Lessee must submit to BSEE a report that describes its marine debris awareness training process and certifies that all personnel have completed the required training for the previous year.",False,,,
5242,26,gemini-1.5-pro,Technical,Financial Reserve,100,percent,"The Lessee must ensure the reserve amount allows for, at a minimum, 100 percent of annual revenue exposure allocated to the Project during the projected post-COP approval pre-construction and construction years and, pending BSEE approval of the decommissioning plan, decommissioning years.",False,,,
5252,26,gpt-4o-mini,Technical,Construction phase,80,percent,PSOs or any PAM operators serving as PSOs must have completed a commercial PSO training program for the Atlantic with an overall examination score of 80 percent or greater.,False,,,
5257,26,gpt-4o-mini,Technical,Geophysical and geotechnical surveys,90,days,The Lessee must submit Survey Plans to BOEM and BSEE for review and concurrence at least 90 days prior to the planned start of geophysical and geotechnical surveys.,False,,,
5270,26,gpt-4o-mini,Safety,Holding of hard-shelled sea turtles on survey vessels,24,hours,"If required, hard-shelled sea turtles (i.e., non-leatherbacks) may be held on board for up to 24 hours, provided conditions during holding are authorized by the NMFS GARFO-PRD and safe handling practices are followed.",False,,,
5278,26,gemini-1.5-pro,Reporting,Offshore wind farm construction (pile driving activities),48,hours,Operators must file a report with BOEM and BSEE within 48 hours of observing marine mammals within the shutdown zone during pile driving activities.,False,,,
5292,26,gemini-1.5-pro,Environmental,Vessel operation during emergencies,24,hours,"If any incidents of deviation from vessel speed and avoidance requirements due to emergencies occur, they must be reported to BSEE and NMFS GARFO-PRD within 24 hours.",False,,,
5293,26,gpt-4o-mini,Technical,Operational phase,15,days,The Lessee must submit a revised OSRP to BSEE OSPD within 15 days if any of the following conditions occur: There has been a significant change to the applicable area contingency plan(s).,False,,,
5314,26,claude-3-haiku-20240307,Technical,3-m pin pile foundations,1500,kJ,"Hammer energies must not exceed 1,500 kJ for 3-m pin pile installation.",False,,,
5316,26,gemini-1.5-pro,Technical,"Lease Area, Pile Installation",120,days,The Lessee may satisfy this condition through either of the options set forth more fully below but must notify BOEM of its choice at least 120 days before pile driving is scheduled to begin.,False,,,
5317,26,gemini-1.5-pro,Environmental,Cable laying and post-construction remediation,1,meter,"If there are bathymetric changes in berm height greater than 1 meter above grade after the second survey, the Lessee must develop and implement a Berm Remediation Plan to restore created berms to match adjacent natural bathymetric contours (isobaths), as technically and/or economically practicable or feasible.",False,,,
5333,26,gemini-1.5-pro,Technical,Reporting,31,,"The Lessee must report the results of the surveys to BOEM and BSEE in an annual report, submitted by January 31, for the preceding calendar year.",False,,,
5334,26,deepseek-chat,Technical,Fixed-bottom offshore wind turbines,100,year return period,Wind turbine foundations must withstand 100-year storm events,False,,,
5346,26,gemini-1.5-pro,Jurisdictional,Offshore construction,120,days,"No later than 120 days prior to offshore construction activities, unless a different schedule is agreed to as a component of a separate agreement between the Lessee and BOEM and BSEE for funds not subject to a State agreement, the Lessee must establish and implement a direct compensation program to provide monetary compensation to commercial and for-hire fishermen and shoreside support services impacted by the Project and funded in accordance with Section 6.1.1 and Section 6.1.2 below.",False,,,
5351,26,gpt-4o-mini,Technical,Operational phase,5,years,The Lessee must provide BOEM with a review of best available scientific and commercial data on technologies and methods that have been implemented or are being studied to reduce or minimize bird collisions at WTGs every 5 years.,False,,,
5353,26,gpt-4o-mini,Financial,Lease OCS-A 0490,94000,USD,"US Wind has provided and currently maintains Bond No. 09376605 in the amount of $94,000 to meet SAP supplemental financial assurance requirements.",False,,,
5362,26,gpt-4o-mini,Technical,Commissioning phase,10,business days,The Lessee must provide DON with as-built schematics and diagrams showing the exact makes and models of all DOFS equipment and acoustic monitoring devices used at commissioning.,False,,,
5395,26,gpt-4o-mini,Safety,Operations impacting archaeological resources.,24,hours,"If a possible impact to a potential archaeological resource occurs, the Lessee must immediately halt operations; report the incident with 24 hours to BOEM and BSEE; and provide a written report within 72 hours to BOEM and BSEE.",False,,,
5423,26,gpt-4o-mini,Safety,Emergency situations affecting historic properties in the APEs.,48,hours,The Lessee must notify BOEM and BSEE in the event of an emergency or disaster that is declared by the President or the Governors of Delaware and Maryland.,False,,,
5439,26,gpt-4o-mini,Environmental,Project vessel vicinity and vessel transit areas.,24,hours,"The Lessee must immediately report sighting or acoustic detection information to the NMFS North Atlantic Right Whale Sighting Advisory System... as soon as feasible, but no later than 24 hours after the initial sighting or acoustic detection.",False,,,
5444,26,gemini-1.5-pro,Technical,As-built/as-laid plats for seafloor disturbing activities,1000,ft,"The Lessee must submit the as-built or as-laid position plats at a scale of 1-in. = 1,000-ft., with Differential Global Positioning System (DGPS) accuracy",False,,,
5450,26,gemini-1.5-pro,Technical,Mitigation measures related to DOFS and acoustic monitoring devices,30,days,The Lessee must implement DON mitigation within 30 days of notification from the DON.,False,,,
5455,26,gemini-1.5-pro,Environmental,HRG Surveys,500,m,Maintain a 500 m clearance zone for other large whales during HRG surveys.,False,,,
5456,26,gemini-1.5-pro,Environmental,HRG Surveys,100,m,Maintain a 100 m shutdown zone for other large whales during HRG surveys.,False,,,
5457,26,gemini-1.5-pro,Technical,Anchoring activities,60,days,"If there are fewer than 120 days between anchoring activities and this COP approval, the Lessee must submit the plan as soon as practicable and no later than 60 days prior to commencing activities.",False,,,
5461,26,gpt-4o-mini,Safety,Pile driving activities,3,PSOs,"At least three visual PSOs must be stationed on the pile driving vessel and at least three visual PSOs must be stationed on each of the two secondary, PSO-dedicated vessels.",False,,,
5463,26,deepseek-chat,Environmental,North Sea Exclusive Economic Zone,1,km,All turbines must maintain a minimum 1km clearance from identified marine mammal migration routes,False,,,
5466,26,gpt-4o-mini,Jurisdictional,Survey mitigation agreement related to the overlap of NMFS scientific surveys with the offshore wind project.,120,days,"Within one year plus 120 days of COP approval, the Lessee must submit to BOEM a survey mitigation agreement between NMFS and the Lessee.",False,,,
5474,26,gemini-1.5-pro,Safety,Record keeping for oil spill response equipment,3,years,"The Lessee must ensure that all oil spill response equipment maintenance, modification, and repair records are kept for a minimum of 3 years.",False,,,
5475,26,gpt-4o-mini,Safety,Discovery of MEC/UXO,24,hours,"The Lessee must provide the following information to BOEM, BSEE, and relevant agency representatives within 24 hours of any such discovery made during activities, such as seabed clearance, construction, and operations.",False,,,
5485,26,gemini-1.5-pro,Safety,Oil Spill Response Plan (OSRP),3,years,"The Lessee must review and update the OSRP at least once every 3 years and more frequently as needed, starting from the date the OSRP was initially approved.",False,,,
5519,26,gemini-1.5-pro,Technical,Monopile installation,3,,"If additional SFV is required after the first 3 monopiles are installed (see Section 5.10.3) the Lessee must submit additional SFV interim reports to BOEM, BSEE, and NMFS GARFO for the next 3 monopiles.",False,,,
5527,26,gemini-1.5-pro,Safety,Marine debris recovery,30,days,"BSEE must be notified that recovery activities are complete within 30 days from the time the marine debris notification was submitted, unless BSEE grants the Lessee an extension.",False,,,
5528,26,gpt-4o-mini,Safety,MEC/UXO Investigation phase,24,hours,The Lessee must notify BOEM within 24 hours of discovery (pursuant to 30 C.F.R. § 585.702 and Lease Stipulation 4.2.7).,False,,,
5553,26,gemini-1.5-pro,Technical,Monopile and pin pile installation,90,days,"The Lessee must submit the final results of SFV for monopile and pin pile installations as soon as possible, but no later than 90 days following completion of pile driving of the three or more monopiles for which SFV was carried out.",False,,,
5593,26,gemini-1.5-pro,Environmental,Vessel operations encountering large whales,500,meters,"If a large whale is identified within 500 m of the forward path of any vessel, the vessel operator must steer a course away from the whale at 10 knots (18.5 km/hr) or less until the 500 m minimum separation distance has been established.",False,,,
5619,26,gpt-4o-mini,Technical,Wind Turbine Generators (WTGs),500,years,WTGs must withstand 3-second gusts of a 500-year return interval event.,False,,,
5626,26,gpt-4o-mini,Safety,Pile driving activities,60,minutes,"These PSOs must maintain watch at all times 60 minutes prior to, during, and 30 minutes following all pile-driving activities.",False,,,
5634,26,gemini-1.5-pro,Safety,Marine debris recovery,2,business days,"Unless BSEE objects within 2 business days after initiating review, the Lessee may proceed with the activities described in the Recovery Plan.",False,,,
5658,26,gemini-1.5-pro,Jurisdictional,Micrositing plan submission (contingency),60,days,"If there are fewer than 120 days between site preparation activities and this COP approval, the Lessee must submit the plan as soon as practicable and no later than 60 days prior to commencing activities.",False,,,
5670,26,claude-3-haiku-20240307,Technical,Monopile foundations,4400,kJ,"Hammer energies must not exceed 4,400 kilojoules (kJ) for monopile installation.",True,111,111,"Page 111: ""...be no larger than 11 m in diameter. for all monopiles, the lessee must use the minimum amount of hammer energy necessary to effectively and safely install and maintain the integrity of the piles. hammer energies must not exceed 4,400 kilojoules (kj) for monopile installation. pin piles must be no larger than 3 m in diameter. hammer energies must not exceed 1,500 kj for 3-m pin pile installation. met towers pin piles must be no larger than 1.8 m in diameter, and hammer..."""
5691,26,gemini-1.5-pro,Jurisdictional,Cable laying and post-construction remediation plan submission,90,days,The Lessee must submit the Berm Remediation Plan to BOEM and BSEE for a 60-day review (in coordination with NMFS) within 90 days of completion of the post-construction survey where the change was detected.,False,,,
5699,26,gemini-1.5-pro,Environmental,Reporting whale sightings,16,Channel,"If unable to report via the template or the regional hotline, enter the sighting via the WhaleAlert app. If this is not possible, report the sighting to the U.S. Coast Guard via channel 16. The report to the Coast Guard must include the same information as would be reported to the Hotline.",False,,,
5708,26,gpt-4o-mini,Environmental,Project area related to federally recognized Tribal Nations.,90,days,"No later than 90 days after COP approval, the Lessee must make a request to both the BSEE Tribal Liaison Officer and the Eastern Seaboard Tribal Liaison.",False,,,
5714,26,gemini-1.5-pro,Jurisdictional,Cable laying and post-construction remediation plan review,60,days,The Lessee must submit the Berm Remediation Plan to BOEM and BSEE for a 60-day review (in coordination with NMFS) within 90 days of completion of the post-construction survey where the change was detected.,False,,,
5723,26,gpt-4o-mini,Jurisdictional,Completion of recovery activities,30,days,BSEE must be notified that recovery activities are complete within 30 days from the time the marine debris notification was submitted.,False,,,
5748,26,gemini-1.5-pro,Environmental,Vessel operations around ESA-listed whales,500,meters,A minimum separation distance of 500 m from all ESA-listed whales (including unidentified large whales) must be maintained around all surface vessels at all times.,False,,,
5758,26,gemini-1.5-pro,Environmental,Archaeological discoveries during MEC/UXO investigation,24,hours,"In the event archaeological discoveries are made during the MEC/UXO Investigation, the Lessee must notify BOEM within 24 hours of discovery (pursuant to 30 C.F.R. § 585.702 and Lease Stipulation 4.2.7).",False,,,
5767,26,gemini-1.5-pro,Technical,Pre-lay grapnel run,120,days,The Lessee must submit the Pre-lay Grapnel Run Plan at least 120 days prior to pre-lay grapnel run activities.,False,,,
5780,26,gpt-4o-mini,Jurisdictional,Long-term PAM Plan submission and approval process,45,days,The Lessee must address all outstanding comments to BOEM’s and BSEE’s satisfaction and will need to receive written concurrence from BOEM.,False,,,
5798,26,gpt-4o-mini,Technical,Offshore facilities,3,years,"The Lessee must ensure that all oil spill response equipment maintenance, modification, and repair records are kept for a minimum of 3 years.",False,,,
5804,26,gpt-4o-mini,Safety,Risk mitigation phase,30,days,"If the DON determines through the evaluation in Section 4.4.1 that the use of DOFS or other acoustic monitoring devices presents risk to national security or military operations, the Lessee must work with DON to implement mitigation measures to address the risk.",False,,,
5820,26,gemini-1.5-pro,Jurisdictional,Shoreside Support Services,90,days,"At least 90 days prior to establishment of the Direct Compensation Program described in Section 6.1.1, the Lessee must submit to BOEM a Shoreside Support Services report for a 60-day review and approval.",False,,,
5844,26,gemini-1.5-pro,Environmental,Reporting requirements for sea turtle and sturgeon interactions,24,hours,"If reporting within 24 hours is not possible (e.g., due to distance from shore or lack of ability to communicate via phone, fax, or email), the Lessee must submit reports as soon as possible and must submit late reports with an explanation for the delay.",False,,,
5849,26,gemini-1.5-pro,Technical,Foundation pile-driving,10,dB,"The Lessee must employ noise abatement systems in a manner that achieves maximum noise attenuation levels practicable, but, at minimum, results in noise levels equal to or less than those modeled assuming 10 dB attenuation.",False,,,
5881,26,gemini-1.5-pro,Safety,All structures,360,degrees,"Provide signage that is visible to mariners in a 360-degree arc around the structures to inform vessels of the vertical blade-tip clearance (also referred to as Air Gap), as determined at Highest Astronomical Tide (HAT).",False,,,
5898,26,gemini-1.5-pro,Safety,Oil Spill Response Plan (OSRP),15,days,"The Lessee must submit a revised OSRP to BSEE OSPD within 15 days if any of the following conditions occur: The Lessee experiences a change that would significantly reduce their oil spill response capabilities; The calculated WCD volume has significantly increased; The Lessee removes a contracted IMT, OSRO, or SROT from the Lessee’s plan; There has been a significant change to the applicable area contingency plan(s).",False,,,
5920,26,gpt-4o-mini,Technical,Trawl surveys.,15,days,The Lessee must provide documentation of training to NMFS and BSEE at least 15 days prior to the start of the trawl surveys.,False,,,
5954,26,deepseek-chat,Safety,Turbine siting,22,meters,Minimum clearance of 22m must be maintained between lowest blade tip and highest astronomical tide,False,,,
